DESTINO;CTRC/GAI/PAL;T;AUTORIZACAO;PREV DE ENTREGA;NFISCAL;PEDIDO;SUBC;REMETENTE;PAGADOR;ABC;DESTINATARIO;CIDADE;UF;SET;MERCADORIA;FRETE;KgREA;M3;PESO CALCULO;SSWBAR;QVOL;COD ULT OCOR;DESC ULT OCOR;DATA ULT OCOR;PREVCHEGADA;MANIFESTO/END;CHAVE DACTE;COMISSAO RECEPCAO;TROCA GELO
RON;CAM411477-9; N;15/06/2026;19/06/2026;   533326;            ;     ;ESAB INDUSTRIA E COMERCIO LTDA;ESAB INDUSTRIA E COMERCIO LTDA;B2;J F SOLDAS E EPI LTDA.;RONDONOPOLIS;MT;02 ;     40.201,85;   1.950,87; 2352,245;   7,8408; 2352,245;      0;      3;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497281006290898 ;          0,00;
RON;CAM411490-6; N;15/06/2026;19/06/2026;  1033651;            ;     ;NEWELL BRANDS BRASIL LTDA (SOB;NEWELL BRANDS BRASIL LTDA (SOB;A1;AGRO FERRAGENS LUIZAO LTDA.;RONDONOPOLIS;MT;01 ;      2.477,88;     402,99;   46,900;   0,7863;  196,575;      0;     25;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497501006291232 ;          0,00;
RON;CAM411493-1; N;15/06/2026;19/06/2026;  1033294;            ;     ;NEWELL BRANDS BRASIL LTDA (SOB;NEWELL BRANDS BRASIL LTDA (SOB;A1;PANELAO UTILIDADES COMERCIO LT;RONDONOPOLIS;MT;01 ;      3.151,85;     229,02;   41,720;   0,3486;   87,150;      0;      9;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497531006291269 ;          0,00;
RVD;BIR098927-4; N;12/06/2026;24/06/2026;    15437;            ;     ;PECUARISTA D OESTE DE ARACATUB;PECUARISTA D OESTE DE ARACATUB;B2;COOP AGROINDL PROD RURAIS SUDO;ACREUNA;GO;ACU;      2.678,40;     151,90;   26,700;   0,0800;   26,700;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020842171006269993 ;          0,00;
RVD;CAM411351-9; N;15/06/2026;22/06/2026;    59954;            ;     ;FG IND E COM IMPORT EXP LTDA;FG IND E COM IMPORT EXP LTDA;B.;MENDONCA E GOUVEIA LTDA - ME;RIO VERDE;GO;RVD;      4.770,97;     368,04;   55,231;   0,6815;  204,450;      0;     10;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496241006283005 ;          0,00;
RVD;CAM411459-1; N;15/06/2026;22/06/2026;    24984;28766       ;     ;REDUTORES IBR LTDA.;BORGES INDUSTRIA DE EQUIPAMENT;..;BORGES INDUSTRIA DE EQUIPAMENT;RIO VERDE;GO;RVD;      2.821,90;     273,67;   42,794;   0,0750;   42,794;      0;      2;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497431006291165 ;          0,00;
SAL;PMS000313-1; N;09/03/2026;31/12/2050;    15795;            ;YHKWQ;48.865.172 WANDERSON VIEIRA DE;EXPRESSO RIO VERMELHO TRANSP L;..;DNL COMERCIO E SERVICOS LTDA;GUARULHOS;SP;001;          0,01;       0,01;   20,000;   0,0000;   20,000;      0;      2;98;PENDENCIA/ RECLAMACAO SOLUCIONADA;04/05/26;;DK4000028-1; ;          0,00;
SAL;BDS001294-7; N;07/05/2026;31/12/2050;    41782;            ;TNG  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;GUARULHOS;SP;001;          0,01;       0,01;  300,000;   0,0000;  300,000;      0;      6;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/05/26;;GYN022439-1; ;          0,00;
SAL;CAS009172-3; N;10/06/2026;31/12/2050;  2107426;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;GUARULHOS;SP;001;          0,01;       0,01;   50,000;   0,0000;   50,000;      0;      1;80;CTRC EMITIDO;10/06/26;;; ;          0,00;
SAL;CAS009182-1; N;15/06/2026;31/12/2050;   150626;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;GUARULHOS;SP;001;          1,00;       0,01;   50,000;   0,0000;   50,000;      0;      5;80;CTRC EMITIDO;15/06/26;;; ;          0,00;
SAL;CAS009184-7; N;15/06/2026;31/12/2050;   160626;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;GUARULHOS;SP;001;          0,01;       0,01;  100,000;   0,0000;  100,000;      0;      8;80;CTRC EMITIDO;15/06/26;;; ;          0,00;
SAO;PMW111757-2; N;27/03/2026;07/04/2026;   159073;            ;IWVWM;UMUARAMA MOTORS COMERCIO E SER;CEVA LOGISTICS LTDA;A1;TOYOTA DO BRASIL LTDA;SOROCABA;SP;CAM;        140,60;      74,00;    1,000;   0,0000;    1,000;      0;      1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;29/05/26;;CAM026640-0;52260307655407000449570040000940721005420352 ;          0,00;
SAO;PMW113549-0; N;14/04/2026;24/04/2026;   159077;            ;IWVWM;UMUARAMA MOTORS COMERCIO E SER;CEVA LOGISTICS LTDA;A1;TOYOTA DO BRASIL LTDA;SOROCABA;SP;CAM;      2.552,72;      76,41;   10,000;   0,0000;   10,000;      0;      1;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;29/05/26;;CAM026640-0;52260407655407000449570040000947621005597371 ;          0,00;
SAO;GYS014968-3; N;21/05/2026;31/12/2050;    20811;            ;TNL  ;EXPRESSO RIO VERMELHO TRANSP L;EXPRESSO RIO VERMELHO TRANSP L;..;EXPRESSO RIO VERMELHO;SAO PAULO;SP;021;      4.418,00;       0,01;  100,240;   0,0000;  100,240;      0;      4;83;CHEGADA NA UNIDADE INTERMEDIARIA ;27/05/26;;DK4000036-1; ;          0,00;
SAO;PMW112985-6; N;09/04/2026;20/04/2026;   178648;            ;IWVWM;NOVO RIO COMERCIO DE VEICULOS,;CEVA LOGISTICS LTDA;A1;GENERAL MOTORS DO BRASIL LTDA;SOROCABA;SP;CAM;      1.603,23;      75,46;    6,000;   0,0000;    6,000;      0;      1;51;SOBRA DE MERCADORIA;19/05/26;;GYN022436-7;52260407655407000449570040000945531005547838 ;          0,00;
SAO;CAS009159-6; N;05/06/2026;31/12/2050;      158;            ;FCA  ;EXPRESSO RIO VERMELHO TRANSPOR;EXPRESSO RIO VERMELHO TRANSPOR;..;EXPRESSO RIO VERMELHO;SAO PAULO;SP;021;        500,00;       0,01;  189,000;   0,0200;  189,000;      0;      4;80;CTRC EMITIDO;05/06/26;;; ;          0,00;
SIN;BIR097492-7; N;11/06/2026;24/06/2026;  2003110;            ;     ;COLOR VISAO DO BRASIL IND ACRI;COLOR VISAO DO BRASIL IND ACRI;C.;ADRIANA DE JESUS ARAUJO;SINOP;MT;001;        632,44;     108,52;    8,540;   0,1390;   34,750;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;15/06/26;;BIR000363-8;35260607655407000287570020020829281006247143 ;          0,00;
SIN;CAM409822-6; N;05/06/2026;16/06/2026;   797115;            ;     ;ZF AUTOMOTIVE BRASIL LTDA;ZF AUTOMOTIVE BRASIL LTDA;A1;PRTS DISTRIBUIDORA DE PECAS LT;SINOP;MT;001;      1.376,66;     161,96;   42,855;   0,1922;   57,660;      0;      1;80;CTRC EMITIDO;05/06/26;;;35260607655407000520570030004481151006184910 ;          0,00;
SIN;CAM410799-3; N;11/06/2026;22/06/2026;   388671;PPG0311788  ;     ;PPG IND DO BRASIL TINTAS E VER;PPG IND DO BRASIL TINTAS E VER;A1;JL REBOUCAS COMERCIO DE MATERI;SINOP;MT;001;      5.796,03;   3.324,72; 2425,650;   8,0833; 2425,650;      0;      3;80;CTRC EMITIDO;11/06/26;;;35260607655407000520570030004490831006247260 ;          0,00;
SIN;CAM411270-9; N;12/06/2026;23/06/2026;     3009;            ;     ;CITOL INDUSTRIA DE TRATAMENTO;CITOL INDUSTRIA DE TRATAMENTO;B.;INCOPOSTES IND.E COM.DE POSTES;SINOP;MT;001;     47.580,00;   4.038,82; 3660,000;   5,7600; 3660,000;      0;      4;80;CTRC EMITIDO;12/06/26;;;35260607655407000520570030004495121006272210 ;          0,00;
SIN;CAM411322-5; N;15/06/2026;26/06/2026;    16123;            ;     ;DYLERE CONFECCOES LTDA;CRISTIANE SILVA COSTA 02615699;..;CRISTIANE SILVA COSTA 02615699;PEIXOTO DE AZEVEDO;MT;005;     24.401,00;   2.765,91;  690,261;   2,1263;  690,261;      0;     21;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496011006280605 ;          0,00;
SIN;CAM411325-0; N;15/06/2026;26/06/2026;   388934;PPG0312346  ;     ;PPG IND DO BRASIL TINTAS E VER;PPG IND DO BRASIL TINTAS E VER;A1;ELEONIR A KAZESKI;NOVA GUARITA;MT;004;     77.217,11;  10.984,31; 5497,278;  18,3233; 5497,278;      0;     11;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496031006280740 ;          0,00;
SIN;CAM411328-4; N;15/06/2026;26/06/2026;   388889;PPG0312763  ;     ;PPG IND DO BRASIL TINTAS E VER;PPG IND DO BRASIL TINTAS E VER;A1;GILBERTO L BRUN;GUARANTA DO NORTE;MT;004;     40.933,80;   7.815,92; 3958,350;  13,1933; 3958,350;      0;      5;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496061006280776 ;          0,00;
SIN;CAM411329-2; N;15/06/2026;24/06/2026;   388886;PPG0311689  ;     ;PPG IND DO BRASIL TINTAS E VER;PPG IND DO BRASIL TINTAS E VER;A1;MOLINA CAETANO INDUSTRIA COMER;SINOP;MT;001;     30.078,16;   3.495,71; 2447,594;   8,1566; 2447,594;      0;      3;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496071006280781 ;          0,00;
SIN;CAM411330-6; N;15/06/2026;26/06/2026;   388927;PPG0312762  ;     ;PPG IND DO BRASIL TINTAS E VER;PPG IND DO BRASIL TINTAS E VER;A1;G L BRUN SA;MATUPA;MT;005;     36.070,75;   7.571,83; 3846,976;  12,8200; 3846,976;      0;      5;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496081006280797 ;          0,00;
SIN;CAM411418-3; N;15/06/2026;24/06/2026;    25725;3715        ;     ;DNC INDUSTRIAL CAMPINAS LTDA;MAX PARTS DISTR. COMP AUTOMOT;B.;MAX PARTS DISTR. COMP AUTOMOT;SINOP;MT;001;      1.205,25;     261,10;    7,000;   0,0202;    7,000;      0;      2;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497041006289863 ;          0,00;
SIN;CAM411431-1; N;15/06/2026;24/06/2026;  1034071;            ;     ;HEXIS CIENTIFICA LTDA;HEXIS CIENTIFICA LTDA;B3;CLINICA DE TRATAMENTO RENAL DO;SINOP;MT;001;      1.347,69;     150,33;    0,350;   0,0068;    2,040;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497021006289842 ;          0,00;
SIN;CAM411437-0; N;15/06/2026;26/06/2026;   573634;4500738027  ;     ;DIMENSIONAL BRASIL SOLUCOES LT;DIMENSIONAL BRASIL SOLUCOES LT;A1;TERRA SANTA AGRO S/A (010131/0;TABAPORA;MT;002;      6.073,08;     189,18;    5,040;   0,0936;   28,080;      0;      8;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497131006290038 ;          0,00;
SIN;CAM411495-7; N;15/06/2026;24/06/2026;  1033508;            ;     ;NEWELL BRANDS BRASIL LTDA (SOB;NEWELL BRANDS BRASIL LTDA (SOB;A1;J A DISTRIBUIDORA DE COSMETICO;SINOP;MT;001;      6.266,36;     170,23;   16,370;   0,1563;   39,075;      0;     39;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497551006291280 ;          0,00;
SIT;CAM411326-8; N;15/06/2026;26/06/2026;   388891*;PPG0312712  ;     ;PPG IND DO BRASIL TINTAS E VER;PPG IND DO BRASIL TINTAS E VER;A1;TOP COM DE TINTAS LTDA;JUARA;MT;002;     41.844,73;   6.638,52; 3962,200;  13,2066; 3962,200;      0;     11;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496041006280755 ;          0,00;
SIT;CAM411488-4; N;15/06/2026;26/06/2026;  1033309;            ;     ;NEWELL BRANDS BRASIL LTDA (SOB;NEWELL BRANDS BRASIL LTDA (SOB;A1;SOUZA CARMO E SOUZA CARMO LTDA;JUARA;MT;002;      2.095,13;     399,57;   47,060;   0,7839;  195,975;      0;     10;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497481006291218 ;          0,00;
SJP;PMS000361-1; N;28/05/2026;31/12/2050;     1081;            ;YHKWQ;ALICE PARANHOS MOVEIS LTDA;EXPRESSO RIO VERMELHO TRANSP L;..;MARIZZA PRADO DECORACOES LTDA;SAO JOSE DO RIO PRETO;SP;SRJ;      2.960,00;       0,01;   20,000;   0,0000;   20,000;      0;      1;97;SOLICITACAO DE PRIORIDADE NA ENTREGA ;12/06/26;;DK4000049-3; ;          0,00;
SOR;CAM410839-6; N;11/06/2026;22/06/2026;     9030;            ;     ;ELTON LUIS GILDO E CIA LTDA;ELTON LUIS GILDO E CIA LTDA;..;CONSTRULAR MATERIAL DE CONSTRU;SORRISO;MT;788;      6.095,20;     859,44;  172,000;   0,9811;  294,330;      0;      2;80;CTRC EMITIDO;11/06/26;;;35260607655407000520570030004491681006254819 ;        145,47;
SOR;CAM410880-9; N;11/06/2026;22/06/2026;   152016*;            ;     ;CASP IND E COMERCIO LTDA;BRASIL CENTRAL PRODUTOS VETERI;C.;BRASIL CENTRAL PRODUTOS VETERI;SORRISO;MT;788;     25.456,40;   1.229,43;  291,700;   1,5600;  468,000;      0;     11;80;CTRC EMITIDO;11/06/26;;;35260607655407000520570030004491481006254166 ;        269,15;
SOR;CAM411429-9; N;15/06/2026;24/06/2026;  1034168;019226      ;     ;HEXIS CIENTIFICA LTDA;HEXIS CIENTIFICA LTDA;B3;CARAMURU ALIMENTOS S A;SORRISO;MT;788;      2.712,65;     520,90;    0,380;   0,0067;    2,010;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497001006289821 ;         27,31;
SOR;CAM411434-5; N;15/06/2026;24/06/2026;    19405;            ;     ;ANTICA COM OBJETO ART DECORACA;FEITOS DE LAURA CASA E PRESENT;C2;FEITOS DE LAURA CASA E PRESENT;SORRISO;MT;788;      6.321,02;     771,54;   60,000;   0,5600;  168,000;      0;      3;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497191006290392 ;        168,91;
TGA;TIT097434-0; N;11/06/2026;24/06/2026;    39031;026043      ;     ;WEC CABOS ESPECIAIS LTDA;PATRICIA FERNANDES MOTA 036202;..;PATRICIA FERNANDES MOTA 036202;TANGARA DA SERRA;MT;TGA;      7.500,00;     663,14;  294,000;   0,7479;  294,000;      0;      2;95;ATENDIMENTO/ INFORMACOES/ TRATATIVAS INTERNAS;15/06/26;;TIT000195-3;35260607655407000287570020020829171006246950 ;        123,34;
TIT;CGD032715-8; N;01/04/2026;13/04/2026;     2343*;            ;     ;COMPANHIA BRASILEIRA DE DISTRI;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;      1.145,31;     130,47;   23,000;   0,0000;   23,000;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/04/26;;DK4000014-1;50260407655407000600570010000322471005474358 ;         32,15;
TIT;CBA016790-8; D;30/03/2026;09/04/2026;   727110;            ;     ;PACAEMBU AUTOPECAS LTDA;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;      5.557,61;     165,42;   76,070;   0,0000;   76,070;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;22/04/26;;DK4000018-3;51260307655407000368570020000166901005445043 ;         40,76;
TIT;GYN114139-2; N;17/04/2026;29/04/2026;   112727;            ;     ;AUTO NORTE DISTRIBUIDORA DE PE;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;      2.860,41;     115,45;   10,000;   0,0000;   10,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;27/04/26;;DK4000021-3;52260407655407000449570040000950401005649621 ;         28,45;
TIT;BSB117031-7; D;15/05/2026;26/05/2026;   304812;            ;     ;EMBREPAR DO BRASIL - EIRELI;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;         25,05;     108,05;    0,450;   0,0056;    1,680;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;27/05/26;;DK4000035-3;52260507655407000449570040000963181005951046 ;         26,62;
TIT;CBA017020-8; N;12/05/2026;21/05/2026;  1345082;            ;     ;NUBIA MARQUES;CORDEIRO MAQUINAS E FERRAMENTA;B.;CORDEIRO MAQUINAS E FERRAMENTA;SOROCABA;SP;CAM;        972,76;     108,38;   14,000;   0,0000;   14,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;27/05/26;;DK4000035-3;51260507655407000368570020000169231005908931 ;         26,70;
TIT;GYN117655-2; N;21/05/2026;01/06/2026;   354445*;630749      ;     ;AGUILERA AUTOPECAS DE GOIAS LT;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;      2.681,94;     114,99;   28,346;   0,0000;   28,346;      0;      3; 3;RECUSA POR PEDIDO DE COMPRA CANCELADO;12/06/26;;DK4000035-3;52260507655407000449570040000966181006016312 ;         28,33;
TIT;BSB114446-4; D;22/04/2026;04/05/2026;   336356;            ;     ;AGUILERA COMERCIAL DISTRIBUIDO;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;        912,29;     159,89;   19,520;   0,0000;   19,520;      0;      1;86;ESTORNO DE BAIXA/ENTREGA;12/06/26;;DK4000039-6;52260407655407000449570040000951441005676658 ;         39,40;
TIT;ITB118021-5; N;25/05/2026;03/06/2026;     5997;14163       ;     ;DINATEC PECAS E SERVICOS LTDA;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;        547,46;     111,34;    5,870;   0,0000;    5,870;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;05/06/26;;DK4000042-6;52260507655407000449570040000968261006054330 ;         27,43;
TIT;BSB118278-1; D;27/05/2026;08/06/2026;  3443742*;            ;     ;COMANDO AUTO PECAS LTDA;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;      6.310,44;     145,42;   46,000;   0,3734;  112,020;      0;      9; 3;RECUSA POR PEDIDO DE COMPRA CANCELADO;15/06/26;;DK4000046-9;52260507655407000449570040000969241006083935 ;         35,83;
TIT;CGD033304-2; N;21/05/2026;01/06/2026;     2538*;            ;     ;COMPANHIA BRASILEIRA DE DISTRI;ZF AUTOMOTIVE BRASIL LTDA;A1;ZF AUTOMOTIVE BRASIL LTDA;ITU;SP;CAM;        972,90;     135,60;   11,000;   0,0000;   11,000;      0;      3; 3;RECUSA POR PEDIDO DE COMPRA CANCELADO;15/06/26;;DK4000046-9;50260507655407000600570010000328671006017200 ;         33,41;
TIT;GYN119129-2; N;01/06/2026;11/06/2026;   383889;            ;     ;EMBREPAR DO BRASIL EIRELI;FRASLE MOBILITY SOROCABA LTDA;B1;FRASLE MOBILITY SOROCABA LTDA;SOROCABA;SP;CAM;        208,58;     116,53;    6,108;   0,0000;    6,108;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;52260607655407000449570040000973481006142122 ;         28,71;
TIT;GYN116131-8; N;07/05/2026;18/05/2026;   107104;127333      ;     ;EMBAQUIM INDUSTRIA E COMERCIO ;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;      3.074,40;     183,94;   87,026;   0,0000;   87,026;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;07/05/26;;GYN022353-1;52260507655407000449570040000959311005859573 ;         45,32;
TIT;SAO086802-7; N;26/05/2026;02/06/2026;   300627;4505933710  ;     ;INDUSTRIA QUIMICA ANASTACIO;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;      7.922,08;     378,90;  367,489;   0,0000;  367,489;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;26/05/26;;SAO079352-3;35260507655407000287570020020723921006065232 ;         93,36;
TIT;RIO000060-4; N;22/05/2026;03/06/2026;     7638;001260475906;     ;ADRIEL SCHNEIDER SELVA 0900203;ADRIEL SCHNEIDER SELVA 0900203;C.;AMANDA PANTOJO;PORTO FELIZ;SP;CAM;      1.629,30;     158,33;   15,000;   0,1697;   50,910;      0;      1;50;FALTA DE MERCADORIA;08/06/26;;SAO079592-5;42260507655407002140570200000000691006035007 ;         39,01;
TIT;SAO090351-5; N;02/06/2026;09/06/2026;   369039*;            ;     ;IFF ESSENCIAS E FRAGRANCIAS LT;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;     90.562,74;     659,64;  469,000;   0,0000;  469,000;      0;      8;83;CHEGADA NA UNIDADE INTERMEDIARIA ;02/06/26;;SAO079592-5;35260607655407000287570020020775161006156160 ;        162,53;
TIT;RIO000099-0; N;29/05/2026;11/06/2026;     1472;            ;     ;COMFRIO MANUTENCAO DE EQUIP EL;COMFRIO MANUTENCAO DE EQUIP EL;C.;SUPERMERCADO SERV BEM ARACARIG;ARACARIGUAMA;SP;CAM;         73,93;     107,07;    0,280;   0,0017;    0,510;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;42260507655407002140570200000001011006122537 ;         26,38;
TIT;SAO093989-7; N;05/06/2026;15/06/2026;    44258;            ;     ;DINACO IMPORTACAO COMERCIO LTD;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;     26.620,18;     358,61;  228,998;   1,2000;  300,000;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;35260607655407000287570020020793171006187304 ;         75,74;
TIT;SAO094810-1; N;08/06/2026;16/06/2026;    40984;            ;     ;PROVITAL DO BRASIL COM. DE INS;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;      7.439,50;     193,86;   52,200;   0,0000;   52,200;      0;      2;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;35260607655407000287570020020802721006202000 ;         40,94;
TIT;SAO094857-8; N;08/06/2026;16/06/2026;   752662;            ;     ;QUANTIQ DISTRIBUIDORA LTDA;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;     46.411,17;     828,57;  762,870;   0,9475;  762,870;      0;     13;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;35260607655407000287570020020803871006203846 ;        174,99;
TIT;SAO094918-3; N;08/06/2026;16/06/2026;    44306;            ;     ;DINACO IMPORTACAO COMERCIO LTD;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;      7.338,41;     261,49;  239,800;   0,3095;  239,800;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;35260607655407000287570020020804961006206025 ;         55,23;
TIT;SAO095751-8; N;09/06/2026;17/06/2026;   369626;            ;     ;IFF ESSENCIAS E FRAGRANCIAS LT;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;      8.200,00;     195,59;   52,100;   0,0000;   52,100;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;10/06/26;;SAO079800-2;35260607655407000287570020020813331006221171 ;         41,31;
TIT;CAM409240-6; N;02/06/2026;10/06/2026;   104174;4505933706  ;     ;VIDARA DO BRASIL LTDA.;ACTIVE IND DE COSMETICOS SA;A1;LANGE COSMETICOS LTDA.;CESARIO LANGE;SP;CAM;     11.500,00;   1.118,98; 1044,000;   0,0000; 1044,000;      0;      4;80;CTRC EMITIDO;02/06/26;;;35260607655407000520570030004475371006154470 ;        236,33;
TLG;CAM411339-0; N;15/06/2026;23/06/2026;    43025;            ;     ;DISTRIBUIDORA DE MOVEIS IPANEM;DISTRIBUIDORA DE MOVEIS IPANEM;B.;MONIQUE MARIELLE MOREIRA DE OL;TRES LAGOAS;MS;001;      1.796,01;     343,05;   46,160;   0,9430;  282,900;      0;      2;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496171006282519 ;          0,00;
TLG;CAM411480-9; N;15/06/2026;23/06/2026;   533603;            ;     ;ESAB INDUSTRIA E COMERCIO LTDA;ESAB INDUSTRIA E COMERCIO LTDA;B2;GRANMAQ TINTAS E FERRAMENTAS L;TRES LAGOAS;MS;001;      5.241,00;     600,06;  668,850;   2,2295;  668,850;      0;      1;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004497311006290923 ;          0,00;
UDI;GYN118264-1; D;26/05/2026;05/06/2026;   498369;            ;     ;ADRIANA SOGARI;FRIGELAR COMERCIO E INDUSTRIA;A1;FRIGELAR COMERCIO E INDUSTRIA;EXTREMA;MG;SAO;      2.069,18;     122,23;   37,750;   0,2325;   69,750;      0;      1;83;CHEGADA NA UNIDADE INTERMEDIARIA ;05/06/26;;DK4000042-6;52260507655407000449570040000969101006072237 ;          0,00;
UDI;CGD033434-1; D;28/05/2026;05/06/2026;  3510712;0003697305  ;     ;SERRA EAMP SERRA DISTRIBUIDOR;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;     40.327,01;     531,06;  165,000;   0,8546;  213,650;      0;     30;83;CHEGADA NA UNIDADE INTERMEDIARIA ;09/06/26;;DK4000046-9;50260507655407000600570010000329981006099780 ;          0,00;
UDI;CAM411036-6; D;12/06/2026;19/06/2026;  3514992;0003705242  ;     ;AMAZON SERVICOS DE VAREJO DO B;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;      2.146,20;      92,18;   14,600;   0,0701;   17,525;      0;      2;80;CTRC EMITIDO;12/06/26;;;35260607655407000520570030004493121006262752 ;          0,00;
UDI;CAM411318-7; D;15/06/2026;22/06/2026;  3539586;0003729936  ;     ;JSFIBRANET EIRELI;GRUPO MULTI S A;A1;GRUPO MULTI S A;EXTREMA;MG;SAO;     10.228,33;     122,19;   28,150;   0,1386;   34,650;      0;      5;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004495961006280271 ;          0,00;
UDI;CAM411356-0; N;15/06/2026;18/06/2026;    10513;            ;     ;ICOBIT IMPERMEABILIZANTES LTDA;ICOBIT IMPERMEABILIZANTES LTDA;C.;OBRA SECA LTDA;UBERLANDIA;MG;R07;     87.000,73;   3.435,63; 3040,000;   5,1125; 3040,000;      0;    152;80;CTRC EMITIDO;15/06/26;;;35260607655407000520570030004496781006285220 ;          0,00;
